step,loss,score,prob,lora_norm,checkpoint
0,5.9364800453186035,5.972381114959717,0.9940750002861023,7.248955982737243,lora_step_0000.pt
5,5.3801679611206055,5.972306251525879,0.9940736293792725,7.293404833879322,
10,6.855319023132324,5.97212553024292,0.9940715432167053,7.319544234313071,
15,5.85206413269043,5.97198486328125,0.9940701127052307,7.34023492410779,
20,4.838689804077148,5.971712589263916,0.994067907333374,7.360421904362738,
